time_step,hour_of_day,day_of_week,cpu_util_percent,mem_util_percent,net_in_mbps,net_out_mbps,disk_io_percent
1473,2.75,5,20.53,44.09,40.7,80.22,18.92
1474,2.83,5,25.85,48.57,45.03,87.7,20.93
1475,2.92,5,26.63,45.45,49.04,99.83,14.05
1476,3.0,5,23.26,46.79,41.1,97.05,9.25
1477,3.08,5,29.97,46.65,55.37,113.81,16.18
1478,3.17,5,23.73,43.24,37.85,72.58,23.89
1479,3.25,5,28.38,48.36,55.31,106.41,18.02
1480,3.33,5,22.6,45.11,32.37,66.94,20.26
1481,3.42,5,32.53,46.2,63.42,119.85,14.42
1482,3.5,5,30.11,51.38,67.55,126.36,15.58
1483,3.58,5,24.43,45.17,45.18,95.08,14.87
1484,3.67,5,30.17,49.6,63.75,122.24,12.86
1485,3.75,5,30.26,51.83,65.94,130.55,18.23
1486,3.83,5,31.13,49.5,49.78,108.52,14.51
1487,3.92,5,17.28,45.32,36.12,72.4,18.12
1488,4.0,5,51.57,56.48,70.37,138.04,57.45
1489,4.08,5,51.23,60.9,70.48,131.75,62.93
1490,4.17,5,51.27,56.42,78.39,153.18,50.31
1491,4.25,5,27.88,46.4,35.37,80.16,14.85
1492,4.33,5,28.28,44.82,55.61,116.34,15.44
1493,4.42,5,32.2,50.03,54.98,109.17,19.9
1494,4.5,5,29.9,49.72,56.33,108.8,15.79
1495,4.58,5,29.07,49.62,48.43,98.36,24.16
1496,4.67,5,32.61,46.81,59.51,117.37,17.42
1497,4.75,5,30.39,49.43,53.45,108.52,13.98
1498,4.83,5,31.04,49.79,56.3,108.17,17.12
1499,4.92,5,36.09,52.47,65.52,125.93,17.72
1500,5.0,5,28.35,46.21,38.9,78.92,20.8
1501,5.08,5,24.88,41.19,39.23,83.95,14.57
1502,5.17,5,30.76,50.25,70.43,140.76,11.61
1503,5.25,5,31.57,48.92,54.55,106.03,18.6
1504,5.33,5,33.67,50.71,41.67,79.25,15.81
1505,5.42,5,31.84,49.14,39.52,82.95,13.34
1506,5.5,5,34.44,50.96,55.72,113.96,18.7
1507,5.58,5,40.88,54.87,59.88,117.11,19.69
1508,5.67,5,35.25,47.15,50.85,97.96,17.93
1509,5.75,5,36.19,53.57,72.77,138.6,20.09
1510,5.83,5,32.64,49.32,51.22,110.39,15.85
1511,5.92,5,28.57,51.11,55.86,111.65,17.61
1512,6.0,5,25.71,45.65,47.85,101.2,14.07
1513,6.08,5,32.26,48.15,51.36,98.42,21.35
1514,6.17,5,25.37,46.12,36.31,81.42,16.25
1515,6.25,5,36.53,52.44,64.99,131.45,26.13
1516,6.33,5,33.72,49.62,40.46,82.32,16.45
1517,6.42,5,30.79,50.0,58.91,119.08,19.13
1518,6.5,5,36.17,50.5,59.61,123.77,23.56
1519,6.58,5,33.45,50.12,60.08,112.61,20.51
1520,6.67,5,37.93,56.54,60.58,116.42,20.04
1521,6.75,5,39.15,53.33,52.11,106.42,21.13
1522,6.83,5,34.54,51.42,59.66,117.49,20.67
1523,6.92,5,36.48,48.47,65.57,130.09,20.31
1524,7.0,5,38.38,54.98,57.23,116.45,19.54
1525,7.08,5,33.02,51.99,59.89,120.29,21.2
1526,7.17,5,39.01,51.13,64.19,124.27,19.41
1527,7.25,5,33.56,52.2,58.88,115.06,14.45
1528,7.33,5,40.86,54.05,57.16,120.66,28.45
1529,7.42,5,37.66,52.04,70.45,137.25,22.93
1530,7.5,5,34.46,53.09,58.72,122.48,14.97
1531,7.58,5,37.76,50.97,66.97,137.67,18.46
1532,7.67,5,38.21,50.75,57.74,110.03,17.27
1533,7.75,5,44.12,55.27,75.81,150.13,19.04
1534,7.83,5,41.28,54.63,61.16,114.69,23.79
1535,7.92,5,37.62,53.86,53.01,113.5,18.08
1536,8.0,5,70.54,66.44,113.82,215.82,70.57
1537,8.08,5,67.24,63.56,80.69,155.94,55.02
1538,8.17,5,64.15,68.92,115.9,214.29,61.19
1539,8.25,5,36.65,49.32,64.59,123.22,13.84
1540,8.33,5,40.87,53.5,61.52,121.87,21.53
1541,8.42,5,41.85,55.39,67.83,132.54,22.25
1542,8.5,5,44.17,57.18,73.63,140.6,24.64
1543,8.58,5,45.26,54.23,66.66,134.38,16.41
1544,8.67,5,46.21,52.05,86.74,166.12,23.28
1545,8.75,5,38.0,50.92,72.4,135.27,16.01
1546,8.83,5,44.61,56.8,90.35,176.23,21.54
1547,8.92,5,43.56,55.88,57.51,107.71,19.12
1548,9.0,5,53.73,60.52,81.2,146.54,18.37
1549,9.08,5,44.81,56.59,57.68,114.3,24.09
1550,9.17,5,42.63,56.86,57.42,108.21,19.62
1551,9.25,5,45.41,53.88,66.89,131.29,24.78
1552,9.33,5,67.04,62.77,147.56,279.69,30.48
1553,9.42,5,38.49,53.06,64.14,130.38,24.87
1554,9.5,5,47.08,54.09,70.61,139.59,19.74
1555,9.58,5,44.76,52.62,75.11,138.57,17.47
1556,9.67,5,45.94,58.12,72.68,137.23,26.29
1557,9.75,5,43.16,54.92,79.98,153.99,21.2
1558,9.83,5,42.57,54.21,72.72,140.97,26.04
1559,9.92,5,49.65,57.44,65.15,122.56,17.68
1560,10.0,5,50.62,57.57,74.58,141.93,25.41
1561,10.08,5,48.36,59.2,72.41,144.4,22.26
1562,10.17,5,40.72,50.29,67.38,133.8,20.01
1563,10.25,5,48.89,53.89,82.27,156.55,20.94
1564,10.33,5,41.06,51.6,66.53,134.9,15.82
1565,10.42,5,45.17,55.9,73.82,136.25,23.95
1566,10.5,5,50.64,61.4,66.69,134.16,21.09
1567,10.58,5,50.03,59.25,71.36,141.88,23.35
1568,10.67,5,49.44,58.44,59.33,120.53,30.09
1569,10.75,5,52.55,58.49,81.59,158.35,20.99
1570,10.83,5,50.02,54.84,81.75,153.89,21.31
1571,10.92,5,41.08,54.52,53.75,109.71,19.62
1572,11.0,5,46.95,60.18,72.6,138.61,20.16
1573,11.08,5,48.17,56.2,71.99,140.61,20.59
1574,11.17,5,47.84,55.41,85.91,161.01,24.75
1575,11.25,5,46.3,55.37,63.41,122.41,26.87
1576,11.33,5,44.92,56.41,76.25,146.53,21.75
1577,11.42,5,56.98,60.86,92.52,178.53,27.2
1578,11.5,5,47.26,58.09,70.15,139.11,21.12
1579,11.58,5,56.89,60.53,85.61,172.58,23.43
1580,11.67,5,44.7,54.63,77.26,149.8,19.58
1581,11.75,5,51.02,58.42,67.43,126.63,19.7
1582,11.83,5,49.54,56.21,71.03,141.85,27.33
1583,11.92,5,45.52,58.97,71.11,139.69,19.37
1584,12.0,5,76.66,71.14,123.5,231.35,75.92
1585,12.08,5,78.24,68.01,105.69,198.23,70.53
1586,12.17,5,45.78,54.11,67.79,128.93,21.63
1587,12.25,5,47.82,57.65,84.76,159.31,21.95
1588,12.33,5,60.57,62.62,143.36,261.95,21.83
1589,12.42,5,51.15,58.62,93.84,183.74,21.4
1590,12.5,5,52.92,58.43,87.25,169.22,18.95
1591,12.58,5,50.17,58.48,74.03,143.72,22.61
1592,12.67,5,56.45,60.06,80.43,151.67,17.07
1593,12.75,5,50.85,59.01,69.42,140.41,22.48
1594,12.83,5,52.39,60.12,67.43,124.28,25.7
1595,12.92,5,52.65,61.91,80.91,154.99,23.11
1596,13.0,5,38.61,51.35,66.35,134.34,16.85
1597,13.08,5,49.63,57.31,80.54,145.01,19.81
1598,13.17,5,43.22,52.01,65.87,129.45,25.64
1599,13.25,5,43.82,58.37,83.03,156.15,21.59
1600,13.33,5,44.32,50.99,57.32,113.78,24.46
1601,13.42,5,46.64,59.35,59.19,114.67,25.43
1602,13.5,5,49.88,57.64,68.3,135.92,20.69
1603,13.58,5,49.0,57.89,73.85,149.09,18.24
1604,13.67,5,47.3,55.95,62.98,135.94,24.41
1605,13.75,5,49.73,57.44,85.45,163.25,19.0
1606,13.83,5,49.8,58.58,68.85,137.61,20.09
1607,13.92,5,48.45,53.53,65.8,130.15,22.53
1608,14.0,5,40.7,52.01,72.29,142.2,19.17
1609,14.08,5,43.99,53.1,69.44,142.38,11.74
1610,14.17,5,46.49,56.82,77.07,145.3,16.68
1611,14.25,5,48.79,56.96,73.17,139.91,26.23
1612,14.33,5,41.39,54.86,66.84,129.43,20.02
1613,14.42,5,45.81,55.94,58.5,110.38,24.38
1614,14.5,5,40.17,55.19,62.02,121.63,16.8
1615,14.58,5,49.04,55.59,65.46,131.12,17.81
1616,14.67,5,46.09,55.86,85.94,168.84,24.41
1617,14.75,5,40.32,55.36,73.72,141.78,25.26
1618,14.83,5,40.07,54.85,57.86,119.85,16.53
1619,14.92,5,45.94,52.71,68.47,123.24,25.56
1620,15.0,5,49.17,55.08,72.72,152.52,18.39
1621,15.08,5,40.28,52.96,80.57,157.87,13.52
1622,15.17,5,46.64,55.52,74.14,141.29,24.0
1623,15.25,5,41.74,53.65,61.67,123.31,16.62
1624,15.33,5,46.27,57.42,71.7,138.3,16.73
1625,15.42,5,45.53,56.07,57.34,103.21,16.63
1626,15.5,5,43.42,55.24,66.52,129.97,19.46
1627,15.58,5,36.2,52.63,49.79,104.18,12.25
1628,15.67,5,44.74,57.28,53.9,111.85,23.56
1629,15.75,5,43.84,48.62,83.5,161.56,22.89
1630,15.83,5,43.25,53.69,66.68,134.81,22.73
1631,15.92,5,42.22,52.23,59.49,119.25,25.38
1632,16.0,5,59.92,62.91,73.33,143.1,61.48
1633,16.08,5,66.5,64.0,93.03,174.01,55.61
1634,16.17,5,65.57,64.66,92.49,174.74,61.71
1635,16.25,5,36.62,53.18,65.06,125.83,23.6
1636,16.33,5,44.69,53.9,61.0,121.22,24.43
1637,16.42,5,40.25,53.84,59.03,120.27,23.62
1638,16.5,5,39.94,56.08,55.53,106.89,19.38
1639,16.58,5,38.57,54.02,59.54,110.21,17.05
1640,16.67,5,38.61,49.2,46.33,100.59,18.71
1641,16.75,5,43.37,53.93,60.61,114.26,18.05
1642,16.83,5,41.88,54.56,70.29,138.97,24.48
1643,16.92,5,41.49,54.78,54.98,110.24,21.12
1644,17.0,5,38.28,51.72,68.93,132.35,22.86
1645,17.08,5,40.43,51.91,70.5,139.94,14.31
1646,17.17,5,34.08,50.47,63.55,118.35,16.73
1647,17.25,5,38.72,50.25,61.43,128.72,15.58
1648,17.33,5,35.82,53.32,57.23,126.18,12.45
1649,17.42,5,28.82,51.71,52.14,110.01,18.41
1650,17.5,5,30.16,49.36,61.75,117.1,13.28
1651,17.58,5,59.15,61.15,161.03,289.85,23.3
1652,17.67,5,36.51,53.31,45.51,94.31,15.24
1653,17.75,5,32.41,51.13,46.9,87.96,16.47
1654,17.83,5,32.34,49.0,45.37,89.6,20.44
1655,17.92,5,36.75,51.44,64.91,134.46,15.36
1656,18.0,5,31.81,48.09,47.73,104.04,16.14
1657,18.08,5,38.08,52.47,59.07,124.98,21.63
1658,18.17,5,37.17,52.33,73.27,142.38,22.02
1659,18.25,5,32.85,48.22,63.38,128.57,16.64
1660,18.33,5,35.08,48.64,68.11,122.63,19.95
1661,18.42,5,34.28,47.77,50.4,93.22,21.84
1662,18.5,5,30.93,49.75,37.12,75.37,13.51
1663,18.58,5,34.48,50.49,53.22,110.0,15.77
1664,18.67,5,34.68,50.44,45.09,89.03,17.17
1665,18.75,5,27.49,48.3,32.99,73.39,18.66
1666,18.83,5,31.04,47.17,61.28,114.53,18.51
1667,18.92,5,30.68,46.67,44.69,90.94,17.93
1668,19.0,5,32.84,50.26,47.96,99.07,14.1
1669,19.08,5,28.0,44.14,45.67,96.0,20.48
1670,19.17,5,27.15,46.7,60.75,117.09,14.79
1671,19.25,5,29.52,53.22,49.13,98.58,16.31
1672,19.33,5,32.75,47.04,61.92,113.75,18.97
1673,19.42,5,24.12,44.99,41.42,84.02,23.92
1674,19.5,5,24.42,41.74,31.66,72.4,13.54
1675,19.58,5,25.89,46.18,36.55,74.47,13.71
1676,19.67,5,26.21,50.73,46.42,89.82,15.05
1677,19.75,5,20.94,45.36,40.98,87.68,19.88
1678,19.83,5,32.07,48.2,57.82,125.51,18.61
1679,19.92,5,26.08,51.1,50.64,112.02,18.02
1680,20.0,5,53.69,55.68,86.63,167.24,69.28
1681,20.08,5,60.07,62.94,80.93,159.53,72.16
1682,20.17,5,56.63,60.61,97.57,193.82,64.11
1683,20.25,5,23.54,45.1,58.6,116.69,17.98
1684,20.33,5,25.72,48.19,41.7,87.37,21.04
1685,20.42,5,24.73,43.77,38.33,77.38,17.01
1686,20.5,5,29.69,48.98,36.35,87.26,14.15
1687,20.58,5,23.78,46.07,44.9,94.41,11.88
1688,20.67,5,19.06,41.84,41.49,83.35,16.57
1689,20.75,5,17.29,46.68,31.11,63.13,9.71
1690,20.83,5,28.78,47.59,51.8,93.95,13.94
1691,20.92,5,20.62,44.0,28.64,53.65,13.19
1692,21.0,5,25.49,44.41,53.33,102.36,17.49
1693,21.08,5,23.17,45.1,38.55,84.03,18.13
1694,21.17,5,21.23,49.22,42.79,88.65,12.47
1695,21.25,5,21.56,44.2,42.56,80.33,10.2
1696,21.33,5,27.8,48.55,33.36,65.42,20.22
1697,21.42,5,16.98,44.54,42.05,87.1,16.95
1698,21.5,5,20.5,43.86,33.32,78.35,17.0
1699,21.58,5,24.83,45.35,46.41,88.03,17.71
1700,21.67,5,16.97,43.58,24.09,55.65,12.65
1701,21.75,5,25.89,46.17,42.23,83.79,15.76
1702,21.83,5,24.22,45.24,46.97,92.47,16.36
1703,21.92,5,21.88,46.72,32.62,62.85,12.1
1704,22.0,5,19.0,43.41,29.6,66.42,16.28
1705,22.08,5,15.66,44.47,34.79,70.19,14.39
1706,22.17,5,22.92,45.13,41.16,82.34,15.19
1707,22.25,5,29.92,45.83,53.7,111.57,21.13
1708,22.33,5,20.67,37.45,36.86,81.52,14.76
1709,22.42,5,13.63,37.46,36.49,72.03,16.05
1710,22.5,5,21.49,41.34,36.26,76.75,10.62
1711,22.58,5,22.78,45.78,47.11,99.34,19.06
1712,22.67,5,16.44,40.46,27.48,58.54,16.53
1713,22.75,5,17.29,38.83,30.86,68.89,22.97
1714,22.83,5,16.83,42.31,41.04,82.28,20.61
1715,22.92,5,17.49,40.71,31.87,65.64,18.12
1716,23.0,5,18.66,44.32,28.02,55.78,12.51
1717,23.08,5,16.17,43.15,48.24,105.39,10.5
1718,23.17,5,14.78,42.74,32.46,66.0,10.8
1719,23.25,5,19.65,38.73,42.35,82.22,16.95
1720,23.33,5,18.34,43.34,22.01,44.38,19.76
1721,23.42,5,17.4,42.59,46.53,94.18,9.51
1722,23.5,5,19.17,41.18,59.17,111.43,11.42
1723,23.58,5,13.52,36.81,41.16,80.52,13.51
1724,23.67,5,19.73,43.66,49.75,103.55,10.39
1725,23.75,5,17.33,44.93,32.52,70.78,12.64
1726,23.83,5,19.6,38.66,40.54,76.24,19.88
1727,23.92,5,20.15,42.4,43.09,91.18,17.92
1728,0.0,6,48.62,57.14,67.76,132.13,64.34
1729,0.08,6,45.02,57.51,68.04,138.15,56.18
1730,0.17,6,48.41,56.16,65.08,134.23,53.98
1731,0.25,6,17.66,46.81,33.02,61.4,12.7
1732,0.33,6,17.85,39.44,43.14,91.48,5.15
1733,0.42,6,18.52,39.3,23.1,59.75,16.44
1734,0.5,6,21.59,46.75,48.53,98.4,18.39
1735,0.58,6,21.13,39.81,27.74,63.37,12.14
1736,0.67,6,19.45,44.68,38.76,80.89,17.19
1737,0.75,6,14.74,41.04,33.84,75.8,15.99
1738,0.83,6,21.25,42.76,45.08,93.07,10.83
1739,0.92,6,16.16,41.42,32.95,59.32,12.44
1740,1.0,6,16.06,39.65,25.91,56.03,12.14
1741,1.08,6,15.36,41.28,34.91,71.92,17.57
1742,1.17,6,19.15,43.65,55.36,113.22,17.72
1743,1.25,6,23.79,44.87,43.43,94.06,18.24
1744,1.33,6,16.28,41.15,27.48,58.33,11.82
1745,1.42,6,25.64,47.05,42.04,79.54,21.87
1746,1.5,6,23.08,48.7,43.89,90.54,16.49
1747,1.58,6,14.89,41.17,30.72,61.42,15.71
1748,1.67,6,18.82,45.11,34.32,68.74,21.63
1749,1.75,6,16.66,40.56,45.61,104.0,16.81
1750,1.83,6,22.77,42.58,46.46,90.25,15.21
1751,1.92,6,17.14,43.62,34.62,64.49,12.29
1752,2.0,6,15.09,41.32,32.22,71.01,6.84
1753,2.08,6,19.79,46.16,40.13,85.77,8.68
1754,2.17,6,25.19,48.99,49.71,103.88,19.72
1755,2.25,6,20.6,45.95,49.98,104.17,7.25
1756,2.33,6,57.85,62.67,168.61,314.22,28.51
1757,2.42,6,23.18,38.58,34.86,73.54,19.01
1758,2.5,6,16.56,43.34,30.42,69.45,10.68
1759,2.58,6,18.9,45.23,30.68,73.27,15.45
1760,2.67,6,46.07,53.19,117.56,215.31,23.82
1761,2.75,6,20.52,44.25,50.91,98.6,15.5
1762,2.83,6,28.66,45.81,56.22,114.34,22.09
1763,2.92,6,18.62,45.43,22.34,51.48,9.09
1764,3.0,6,19.96,42.07,40.7,74.3,17.01
1765,3.08,6,24.39,44.39,41.26,81.4,13.66
1766,3.17,6,21.42,43.71,36.73,77.64,8.4
1767,3.25,6,13.74,45.68,16.49,39.74,8.79
1768,3.33,6,30.88,50.91,51.85,101.54,15.62
1769,3.42,6,20.6,47.5,40.34,94.33,15.24
1770,3.5,6,26.58,43.34,37.48,77.34,13.04
1771,3.58,6,20.49,41.68,52.57,105.79,13.1
1772,3.67,6,22.13,47.63,47.88,96.85,13.95
1773,3.75,6,19.74,40.36,30.15,65.33,11.42
1774,3.83,6,23.1,44.05,50.9,101.81,13.51
1775,3.92,6,23.71,49.78,39.73,71.52,18.22
1776,4.0,6,42.11,52.02,73.98,138.21,51.62
1777,4.08,6,41.56,50.06,53.33,104.41,45.71
1778,4.17,6,38.11,52.24,62.09,125.82,44.54
1779,4.25,6,41.61,50.16,55.2,107.87,44.57
1780,4.33,6,32.48,52.09,47.27,90.93,16.56
1781,4.42,6,32.36,47.77,38.83,84.62,20.39
1782,4.5,6,29.6,46.13,40.65,89.93,21.33
1783,4.58,6,30.63,48.84,41.84,77.65,13.01
1784,4.67,6,35.83,50.32,47.08,95.22,23.11
1785,4.75,6,30.93,49.42,53.62,96.52,24.23
1786,4.83,6,31.49,50.22,38.66,78.04,13.84
1787,4.92,6,24.08,45.4,46.28,102.73,19.7
1788,5.0,6,25.97,44.37,54.22,108.05,23.03
1789,5.08,6,30.07,49.99,43.97,82.24,20.38
1790,5.17,6,27.68,46.07,47.53,88.78,16.22
1791,5.25,6,27.33,45.56,45.11,86.54,19.95
1792,5.33,6,28.06,47.91,45.38,88.32,13.76
1793,5.42,6,26.49,43.06,31.78,57.75,15.37
1794,5.5,6,29.02,48.84,40.81,85.11,14.32
1795,5.58,6,33.31,50.38,66.66,132.7,12.94
1796,5.67,6,38.73,54.67,64.07,123.57,19.85
1797,5.75,6,35.56,50.0,55.74,120.56,20.11
1798,5.83,6,35.32,53.54,42.39,84.15,21.48
1799,5.92,6,27.74,48.54,53.03,111.47,6.94
1800,6.0,6,34.17,50.32,48.71,90.74,19.27
1801,6.08,6,33.84,53.86,45.71,93.78,18.78
1802,6.17,6,35.42,51.13,48.41,99.39,14.49
1803,6.25,6,33.47,49.02,59.25,113.09,16.59
1804,6.33,6,40.87,53.64,63.48,125.1,23.24
1805,6.42,6,35.57,49.93,64.6,122.67,19.28
1806,6.5,6,36.23,52.05,67.49,129.92,18.99
1807,6.58,6,29.16,50.76,44.08,87.93,20.86
1808,6.67,6,35.98,51.18,57.84,107.08,28.25
1809,6.75,6,40.7,53.49,61.41,123.16,19.2
1810,6.83,6,38.94,54.12,50.83,104.46,20.72
1811,6.92,6,29.77,50.77,40.98,81.9,13.88
1812,7.0,6,36.06,50.32,56.96,113.73,27.59
1813,7.08,6,44.01,55.15,67.35,126.64,18.84
1814,7.17,6,37.73,53.58,59.84,111.45,12.2
1815,7.25,6,39.7,53.52,62.21,119.98,22.41
1816,7.33,6,44.55,51.32,61.93,124.93,14.7
1817,7.42,6,38.65,54.36,78.35,150.65,24.84
1818,7.5,6,42.26,55.06,67.57,129.42,22.92
1819,7.58,6,41.23,54.74,59.87,119.45,16.2
1820,7.67,6,42.28,51.64,68.95,129.53,23.25
1821,7.75,6,41.71,54.07,58.24,108.71,19.09
1822,7.83,6,38.76,54.13,61.73,119.34,21.4
1823,7.92,6,39.4,50.97,65.48,123.62,14.72
1824,8.0,6,61.07,61.24,92.69,170.9,54.12
1825,8.08,6,58.61,63.09,75.27,150.0,60.14
1826,8.17,6,68.98,64.71,122.01,240.63,69.0
1827,8.25,6,64.93,63.8,102.37,186.5,57.87
1828,8.33,6,46.53,53.87,87.1,164.7,18.75
1829,8.42,6,48.1,60.28,70.67,138.08,20.67
1830,8.5,6,43.07,55.42,68.66,124.98,15.47
1831,8.58,6,38.54,51.83,61.54,119.66,21.85
1832,8.67,6,42.71,53.33,61.87,120.61,24.28
1833,8.75,6,41.29,51.12,70.61,139.5,22.25
1834,8.83,6,36.95,51.41,52.27,100.23,18.56
1835,8.92,6,42.37,55.4,71.43,135.74,16.49
1836,9.0,6,44.11,53.23,63.94,129.95,29.28
1837,9.08,6,42.33,54.26,68.99,136.28,17.15
1838,9.17,6,42.11,53.21,77.22,152.64,17.0
1839,9.25,6,40.56,56.01,62.6,113.92,12.97
1840,9.33,6,45.93,54.39,76.35,144.09,15.79
1841,9.42,6,51.99,59.95,73.32,149.55,24.4
1842,9.5,6,50.13,60.34,65.7,127.84,20.82
1843,9.58,6,48.13,55.91,86.06,164.27,18.58
1844,9.67,6,48.4,55.6,79.06,151.9,18.91
1845,9.75,6,45.76,57.44,68.83,141.75,19.38
1846,9.83,6,40.09,49.48,68.67,129.88,17.36
1847,9.92,6,45.28,56.24,61.21,123.53,26.93
1848,10.0,6,43.35,51.36,70.56,138.32,19.35
1849,10.08,6,47.44,58.79,73.67,135.77,22.44
1850,10.17,6,51.37,57.61,81.85,155.84,23.08
1851,10.25,6,54.11,59.17,93.07,173.35,23.9
1852,10.33,6,47.57,54.96,83.67,154.24,20.41
1853,10.42,6,41.64,50.57,53.86,112.94,18.51
1854,10.5,6,47.83,59.05,57.39,107.21,24.53
1855,10.58,6,48.04,56.28,74.62,148.06,22.89
1856,10.67,6,50.22,64.02,76.62,143.61,19.52
1857,10.75,6,47.89,54.93,63.37,130.86,11.97
1858,10.83,6,48.29,55.44,65.26,125.37,19.64
1859,10.92,6,45.94,53.88,63.96,126.81,16.04
1860,11.0,6,47.15,55.86,82.26,155.23,18.09
1861,11.08,6,50.12,60.7,71.36,128.45,17.24
1862,11.17,6,41.36,55.63,52.61,96.35,24.98
1863,11.25,6,47.35,53.3,71.31,128.86,26.45
1864,11.33,6,50.93,60.33,76.09,148.24,25.76
1865,11.42,6,54.32,60.81,71.92,139.32,22.24
1866,11.5,6,47.23,57.22,76.4,150.49,19.14
1867,11.58,6,52.81,57.4,87.47,164.05,17.22
1868,11.67,6,54.61,58.35,77.69,139.84,27.31
1869,11.75,6,47.37,56.59,59.81,124.17,25.32
1870,11.83,6,46.78,54.95,68.95,139.06,23.67
1871,11.92,6,48.11,59.27,75.14,147.13,17.59
1872,12.0,6,68.34,64.56,82.01,163.18,55.56
1873,12.08,6,72.44,63.71,105.79,199.91,57.45
1874,12.17,6,65.91,62.06,91.09,175.29,49.23
1875,12.25,6,54.1,56.87,80.27,150.97,29.24
1876,12.33,6,45.89,55.12,67.75,126.6,16.07
1877,12.42,6,44.24,55.34,62.05,113.82,17.94
1878,12.5,6,50.45,57.81,74.66,140.62,15.53
1879,12.58,6,52.88,59.72,74.39,157.21,22.41
1880,12.67,6,49.15,56.61,71.12,130.41,21.29
1881,12.75,6,49.98,57.06,67.94,127.6,26.42
1882,12.83,6,55.23,63.36,85.58,164.6,20.02
1883,12.92,6,52.68,61.12,88.11,180.58,18.83
1884,13.0,6,48.35,57.57,66.03,123.61,22.41
1885,13.08,6,46.64,57.82,70.04,132.92,13.36
1886,13.17,6,51.89,54.5,68.5,136.67,28.3
1887,13.25,6,50.86,56.24,79.13,155.51,17.43
1888,13.33,6,49.31,56.33,75.97,143.27,29.6
1889,13.42,6,46.59,54.34,66.27,125.12,18.48
1890,13.5,6,47.34,53.21,71.15,140.3,16.13
1891,13.58,6,46.96,56.97,78.28,149.38,24.07
1892,13.67,6,46.26,58.59,57.65,115.21,23.67
1893,13.75,6,45.1,55.27,58.78,114.97,23.47
1894,13.83,6,47.98,57.89,77.23,150.78,22.4
1895,13.92,6,44.64,55.0,69.0,136.48,30.12
1896,14.0,6,47.36,55.43,71.27,128.55,16.44
1897,14.08,6,39.22,54.49,69.61,132.99,25.25
1898,14.17,6,44.3,52.08,73.8,144.5,14.64
1899,14.25,6,50.07,53.8,88.8,173.89,29.12
1900,14.33,6,42.89,51.41,73.62,140.86,22.13
1901,14.42,6,47.92,58.27,76.71,138.85,28.22
1902,14.5,6,42.79,54.43,65.92,134.89,24.27
1903,14.58,6,48.16,57.43,71.64,143.24,13.34
1904,14.67,6,44.2,58.24,68.02,132.95,19.7
1905,14.75,6,43.85,52.41,69.4,132.6,15.95
1906,14.83,6,45.0,57.66,59.35,119.82,27.22
1907,14.92,6,39.88,52.15,64.97,124.67,23.17
1908,15.0,6,47.76,55.39,70.36,141.04,22.55
1909,15.08,6,48.68,57.07,76.28,156.28,20.52
1910,15.17,6,64.76,64.62,143.42,265.71,27.88
1911,15.25,6,45.47,55.04,64.29,129.63,17.54
1912,15.33,6,46.12,56.97,72.19,136.66,22.65
1913,15.42,6,42.82,54.44,70.2,141.5,20.21
1914,15.5,6,39.0,52.15,56.97,111.32,16.48
1915,15.58,6,48.2,55.86,83.39,167.35,24.83
1916,15.67,6,40.98,53.92,74.67,143.03,27.79
1917,15.75,6,39.95,50.26,50.28,96.02,14.27
1918,15.83,6,47.55,54.25,65.84,126.84,25.67
1919,15.92,6,43.67,53.92,68.33,131.88,17.69
1920,16.0,6,68.36,66.85,100.0,191.18,68.74
1921,16.08,6,63.78,67.99,108.59,203.82,62.79
1922,16.17,6,69.7,66.04,99.76,190.8,65.54
1923,16.25,6,76.73,65.98,106.15,202.38,67.69
1924,16.33,6,69.38,64.64,89.15,168.34,72.11
1925,16.42,6,41.53,55.01,52.15,105.51,20.01
1926,16.5,6,42.01,51.97,64.35,122.89,19.15
1927,16.58,6,38.04,49.51,77.1,158.79,19.18
1928,16.67,6,37.7,53.27,58.54,116.87,27.01
1929,16.75,6,37.35,52.74,53.63,109.6,21.58
1930,16.83,6,36.25,48.37,62.11,120.83,16.62
1931,16.92,6,36.71,49.73,44.06,85.7,25.17
1932,17.0,6,36.38,53.86,59.29,120.91,19.82
1933,17.08,6,36.46,53.11,65.35,129.27,15.66
1934,17.17,6,36.04,48.82,50.67,91.21,20.59
1935,17.25,6,37.53,47.91,70.98,147.4,18.78
1936,17.33,6,36.63,52.02,64.23,129.31,9.16
1937,17.42,6,36.62,50.89,69.96,134.03,20.48
1938,17.5,6,41.04,53.83,53.23,108.85,15.96
1939,17.58,6,35.65,52.31,56.34,113.51,13.82
1940,17.67,6,42.8,52.35,73.73,145.19,12.93
1941,17.75,6,35.97,50.32,46.18,88.76,19.5
1942,17.83,6,32.84,47.98,61.98,121.93,17.62
1943,17.92,6,38.8,50.73,60.12,119.73,23.5
1944,18.0,6,33.47,51.19,62.68,128.99,15.18
1945,18.08,6,25.04,46.56,46.79,94.74,14.34
1946,18.17,6,33.08,46.76,65.98,130.93,26.19
1947,18.25,6,31.9,50.8,42.94,82.74,10.07
1948,18.33,6,38.07,51.43,63.31,124.3,24.38
1949,18.42,6,28.98,49.58,37.68,82.16,14.12
1950,18.5,6,30.63,46.75,55.11,105.78,30.12
1951,18.58,6,35.9,49.31,60.71,117.33,21.86
1952,18.67,6,32.53,50.14,51.75,98.33,15.62
